date,fips,state_name,NYT cases,NYT deaths
2020-04-03,72,Puerto Rico,378,15
2020-04-03,44,Rhode Island,711,14
2020-04-03,45,South Carolina,1700,34
2020-04-03,46,South Dakota,187,2
2020-04-03,47,Tennessee,3032,38
2020-04-03,48,Texas,5773,98
2020-04-03,49,Utah,1248,7
2020-04-03,50,Vermont,389,17
2020-04-03,78,Virgin Islands,38,0
2020-04-03,51,Virginia,2011,46
2020-04-03,53,Washington,6967,293
2020-04-03,54,West Virginia,242,2
2020-04-03,55,Wisconsin,1916,50
2020-04-03,56,Wyoming,167,0
2020-04-04,01,Alabama,1632,44
2020-04-04,02,Alaska,169,3
2020-04-04,04,Arizona,2019,53
2020-04-04,05,Arkansas,743,14
2020-04-04,06,California,13796,323
2020-04-04,08,Colorado,4574,126
2020-04-04,09,Connecticut,5276,165
2020-04-04,10,Delaware,593,14
2020-04-04,11,District of Columbia,902,21
2020-04-04,12,Florida,11537,194
2020-04-04,13,Georgia,6383,208
2020-04-04,66,Guam,223,4
2020-04-04,15,Hawaii,349,3
2020-04-04,16,Idaho,1076,10
2020-04-04,17,Illinois,10357,248
2020-04-04,18,Indiana,3975,136
2020-04-04,19,Iowa,786,11
2020-04-04,20,Kansas,702,21
2020-04-04,21,Kentucky,909,40
2020-04-04,22,Louisiana,12500,412
2020-04-04,23,Maine,456,10
2020-04-04,24,Maryland,3125,54
2020-04-04,25,Massachusetts,11736,216
2020-04-04,26,Michigan,14225,541
2020-04-04,27,Minnesota,865,24
2020-04-04,28,Mississippi,1455,35
2020-04-04,29,Missouri,2291,44
2020-04-04,30,Montana,281,6
2020-04-04,31,Nebraska,339,8
2020-04-04,32,Nevada,1758,46
2020-04-04,33,New Hampshire,621,9
2020-04-04,34,New Jersey,34124,847
2020-04-04,35,New Mexico,544,11
2020-04-04,36,New York,115963,4535
2020-04-04,37,North Carolina,2402,30
2020-04-04,38,North Dakota,186,3
2020-04-04,69,Northern Mariana Islands,8,1
2020-04-04,39,Ohio,3739,102
2020-04-04,40,Oklahoma,1159,42
2020-04-04,41,Oregon,1000,26
2020-04-04,42,Pennsylvania,10110,140
2020-04-04,72,Puerto Rico,452,18
2020-04-04,44,Rhode Island,806,17
2020-04-04,45,South Carolina,1917,40
2020-04-04,46,South Dakota,212,2
2020-04-04,47,Tennessee,3265,47
2020-04-04,48,Texas,6566,124
2020-04-04,49,Utah,1426,8
2020-04-04,50,Vermont,461,20
2020-04-04,78,Virgin Islands,42,0
2020-04-04,51,Virginia,2408,52
2020-04-04,53,Washington,7499,318
2020-04-04,54,West Virginia,282,2
2020-04-04,55,Wisconsin,2112,60
2020-04-04,56,Wyoming,189,0
2020-04-05,01,Alabama,1840,45
2020-04-05,02,Alaska,183,4
2020-04-05,04,Arizona,2269,64
2020-04-05,05,Arkansas,853,16
2020-04-05,06,California,15202,351
2020-04-05,08,Colorado,4950,140
2020-04-05,09,Connecticut,5675,189
2020-04-05,10,Delaware,673,14
2020-04-05,11,District of Columbia,998,22
2020-04-05,12,Florida,12342,220
2020-04-05,13,Georgia,6742,219
2020-04-05,66,Guam,265,4
2020-04-05,15,Hawaii,369,4
2020-04-05,16,Idaho,1100,10
2020-04-05,17,Illinois,11276,283
2020-04-05,18,Indiana,4437,151
2020-04-05,19,Iowa,868,22
2020-04-05,20,Kansas,769,23
2020-04-05,21,Kentucky,1048,44
2020-04-05,22,Louisiana,13014,477
2020-04-05,23,Maine,470,10
2020-04-05,24,Maryland,3609,68
2020-04-05,25,Massachusetts,12500,231
2020-04-05,26,Michigan,15633,617
2020-04-05,27,Minnesota,935,29
2020-04-05,28,Mississippi,1638,43
2020-04-05,29,Missouri,2367,52
2020-04-05,30,Montana,298,6
2020-04-05,31,Nebraska,377,8
2020-04-05,32,Nevada,1880,46
2020-04-05,33,New Hampshire,669,9
2020-04-05,34,New Jersey,37505,917
2020-04-05,35,New Mexico,624,12
2020-04-05,36,New York,124085,5335
2020-04-05,37,North Carolina,2585,37
2020-04-05,38,North Dakota,207,3
2020-04-05,69,Northern Mariana Islands,8,1
2020-04-05,39,Ohio,4043,119
2020-04-05,40,Oklahoma,1251,46
2020-04-05,41,Oregon,1068,27
2020-04-05,42,Pennsylvania,11590,159
2020-04-05,72,Puerto Rico,475,20
2020-04-05,44,Rhode Island,922,25
2020-04-05,45,South Carolina,2049,44
2020-04-05,46,South Dakota,240,2
2020-04-05,47,Tennessee,3538,50
2020-04-05,48,Texas,7117,136
2020-04-05,49,Utah,1618,8
2020-04-05,50,Vermont,512,22
2020-04-05,78,Virgin Islands,42,0
2020-04-05,51,Virginia,2636,52
2020-04-05,53,Washington,7985,344
2020-04-05,54,West Virginia,325,3
2020-04-05,55,Wisconsin,2267,73
2020-04-05,56,Wyoming,200,0
2020-04-06,01,Alabama,2005,53
2020-04-06,02,Alaska,189,4
2020-04-06,04,Arizona,2466,67
2020-04-06,05,Arkansas,927,16
2020-04-06,06,California,16361,386
2020-04-06,08,Colorado,5172,150
2020-04-06,09,Connecticut,6906,206
2020-04-06,10,Delaware,783,15
2020-04-06,11,District of Columbia,1097,24
2020-04-06,12,Florida,13621,253
2020-04-06,13,Georgia,7558,294
2020-04-06,66,Guam,266,4
2020-04-06,15,Hawaii,385,5
2020-04-06,16,Idaho,1170,13
2020-04-06,17,Illinois,12262,309
2020-04-06,18,Indiana,4986,171
2020-04-06,19,Iowa,946,25
2020-04-06,20,Kansas,854,25
2020-04-06,21,Kentucky,1057,52
2020-04-06,22,Louisiana,14867,512
2020-04-06,23,Maine,499,10
2020-04-06,24,Maryland,4045,92
2020-04-06,25,Massachusetts,13837,260
2020-04-06,26,Michigan,17129,727
2020-04-06,27,Minnesota,986,30
2020-04-06,28,Mississippi,1738,51
2020-04-06,29,Missouri,2722,56
2020-04-06,30,Montana,319,6
2020-04-06,31,Nebraska,438,10
2020-04-06,32,Nevada,1971,58
2020-04-06,33,New Hampshire,715,9
2020-04-06,34,New Jersey,41090,1005
2020-04-06,35,New Mexico,686,12
2020-04-06,36,New York,133389,6149
2020-04-06,37,North Carolina,2870,42
2020-04-06,38,North Dakota,225,3
2020-04-06,69,Northern Mariana Islands,8,1
2020-04-06,39,Ohio,4450,142
2020-04-06,40,Oklahoma,1326,51
2020-04-06,41,Oregon,1132,29
2020-04-06,42,Pennsylvania,13075,170
2020-04-06,72,Puerto Rico,513,21
2020-04-06,44,Rhode Island,1082,27
2020-04-06,45,South Carolina,2232,48
2020-04-06,46,South Dakota,288,4
2020-04-06,47,Tennessee,3753,65
2020-04-06,48,Texas,8150,159
2020-04-06,49,Utah,1662,13
2020-04-06,50,Vermont,543,23
2020-04-06,78,Virgin Islands,43,1
2020-04-06,51,Virginia,2877,54
2020-04-06,53,Washington,8385,383
2020-04-06,54,West Virginia,347,4
2020-04-06,55,Wisconsin,2440,83
2020-04-06,56,Wyoming,213,0
2020-04-07,01,Alabama,2197,64
2020-04-07,02,Alaska,211,4
2020-04-07,04,Arizona,2577,77
2020-04-07,05,Arkansas,997,18
2020-04-07,06,California,17540,447
2020-04-07,08,Colorado,5429,179
2020-04-07,09,Connecticut,7781,277
2020-04-07,10,Delaware,928,16
2020-04-07,11,District of Columbia,1211,24
2020-04-07,12,Florida,14739,295
2020-04-07,13,Georgia,9156,348
2020-04-07,66,Guam,274,4
2020-04-07,15,Hawaii,408,5
2020-04-07,16,Idaho,1210,15
2020-04-07,17,Illinois,13549,384
2020-04-07,18,Indiana,5544,208
2020-04-07,19,Iowa,1048,26
2020-04-07,20,Kansas,905,30
2020-04-07,21,Kentucky,1289,66
2020-04-07,22,Louisiana,16284,582
2020-04-07,23,Maine,519,12
2020-04-07,24,Maryland,4371,104
2020-04-07,25,Massachusetts,15202,356
2020-04-07,26,Michigan,18851,845
2020-04-07,27,Minnesota,1069,34
2020-04-07,28,Mississippi,1915,59
2020-04-07,29,Missouri,3037,80
2020-04-07,30,Montana,319,6
2020-04-07,31,Nebraska,491,12
2020-04-07,32,Nevada,2101,60
2020-04-07,33,New Hampshire,747,13
2020-04-07,34,New Jersey,44416,1232
2020-04-07,35,New Mexico,794,13
2020-04-07,36,New York,141703,7185
2020-04-07,37,North Carolina,3220,50
2020-04-07,38,North Dakota,237,4
2020-04-07,69,Northern Mariana Islands,8,2
2020-04-07,39,Ohio,4783,167
2020-04-07,40,Oklahoma,1470,67
2020-04-07,41,Oregon,1181,33
2020-04-07,42,Pennsylvania,14582,241
2020-04-07,72,Puerto Rico,573,23
2020-04-07,44,Rhode Island,1229,30
2020-04-07,45,South Carolina,2417,51
2020-04-07,46,South Dakota,320,6
2020-04-07,47,Tennessee,4010,72
2020-04-07,48,Texas,8968,177
2020-04-07,49,Utah,1737,13
2020-04-07,50,Vermont,575,23
2020-04-07,78,Virgin Islands,45,1
2020-04-07,51,Virginia,3332,69
2020-04-07,53,Washington,8683,409
2020-04-07,54,West Virginia,413,4
2020-04-07,55,Wisconsin,2578,94
2020-04-07,56,Wyoming,221,0
2020-04-08,01,Alabama,2498,67
2020-04-08,02,Alaska,224,5
2020-04-08,04,Arizona,2726,80
2020-04-08,05,Arkansas,1077,18
2020-04-08,06,California,19043,506
2020-04-08,08,Colorado,5655,192
2020-04-08,09,Connecticut,8781,335
2020-04-08,10,Delaware,1116,19
2020-04-08,11,District of Columbia,1440,27
2020-04-08,12,Florida,15690,322
2020-04-08,13,Georgia,10204,370
2020-04-08,66,Guam,409,4
2020-04-08,15,Hawaii,433,5
2020-04-08,16,Idaho,1232,19
2020-04-08,17,Illinois,15078,464
2020-04-08,18,Indiana,5986,246
2020-04-08,19,Iowa,1145,27
2020-04-08,20,Kansas,1055,38
2020-04-08,21,Kentucky,1393,73
2020-04-08,22,Louisiana,17030,652
2020-04-08,23,Maine,537,14
2020-04-08,24,Maryland,5529,124
2020-04-08,25,Massachusetts,16790,433
2020-04-08,26,Michigan,20220,959
2020-04-08,27,Minnesota,1154,39
2020-04-08,28,Mississippi,2003,67
2020-04-08,29,Missouri,3327,86
2020-04-08,30,Montana,332,6
2020-04-08,31,Nebraska,538,14
2020-04-08,32,Nevada,2318,80
2020-04-08,33,New Hampshire,788,18
2020-04-08,34,New Jersey,47437,1504
2020-04-08,35,New Mexico,865,16
2020-04-08,36,New York,151271,8138
2020-04-08,37,North Carolina,3423,61
2020-04-08,38,North Dakota,251,4
2020-04-08,69,Northern Mariana Islands,11,2
2020-04-08,39,Ohio,5149,193
2020-04-08,40,Oklahoma,1523,79
2020-04-08,41,Oregon,1239,38
2020-04-08,42,Pennsylvania,16414,313
2020-04-08,72,Puerto Rico,620,24
2020-04-08,44,Rhode Island,1450,35
2020-04-08,45,South Carolina,2552,63
2020-04-08,46,South Dakota,393,6
2020-04-08,47,Tennessee,4246,83
2020-04-08,48,Texas,9897,195
2020-04-08,49,Utah,1860,13
2020-04-08,50,Vermont,605,23
2020-04-08,78,Virgin Islands,45,1
2020-04-08,51,Virginia,3644,60
2020-04-08,53,Washington,9098,430
2020-04-08,54,West Virginia,483,4
2020-04-08,55,Wisconsin,2756,107
2020-04-08,56,Wyoming,230,0
2020-04-09,01,Alabama,2838,78
2020-04-09,02,Alaska,233,5
2020-04-09,04,Arizona,3018,89
2020-04-09,05,Arkansas,1146,21
2020-04-09,06,California,20191,548
2020-04-09,08,Colorado,6202,227
2020-04-09,09,Connecticut,9784,380
2020-04-09,10,Delaware,1209,23
2020-04-09,11,District of Columbia,1523,32
2020-04-09,12,Florida,16819,370
2020-04-09,13,Georgia,10885,412
2020-04-09,66,Guam,542,4
2020-04-09,15,Hawaii,440,6
2020-04-09,16,Idaho,1366,24
2020-04-09,17,Illinois,16422,534
2020-04-09,18,Indiana,6400,295
2020-04-09,19,Iowa,1270,27
2020-04-09,20,Kansas,1116,42
2020-04-09,21,Kentucky,1525,84
2020-04-09,22,Louisiana,18283,702
2020-04-09,23,Maine,560,16
2020-04-09,24,Maryland,6185,139
2020-04-09,25,Massachusetts,18941,503
2020-04-09,26,Michigan,21375,1076
2020-04-09,27,Minnesota,1242,50
2020-04-09,28,Mississippi,2260,76
2020-04-09,29,Missouri,3539,94
2020-04-09,30,Montana,354,6
2020-04-09,31,Nebraska,594,15
2020-04-09,32,Nevada,2456,82
2020-04-09,33,New Hampshire,819,21
2020-04-09,34,New Jersey,51027,1700
2020-04-09,35,New Mexico,989,17
2020-04-09,36,New York,162036,9166
2020-04-09,37,North Carolina,3651,74
2020-04-09,38,North Dakota,269,5
2020-04-09,69,Northern Mariana Islands,11,2
2020-04-09,39,Ohio,5513,213
2020-04-09,40,Oklahoma,1683,80
2020-04-09,41,Oregon,1321,44
2020-04-09,42,Pennsylvania,18379,344
2020-04-09,72,Puerto Rico,683,33
2020-04-09,44,Rhode Island,1727,43
2020-04-09,45,South Carolina,2792,67
2020-04-09,46,South Dakota,447,6
2020-04-09,47,Tennessee,4456,95
2020-04-09,48,Texas,11372,228
2020-04-09,49,Utah,1980,13
2020-04-09,50,Vermont,628,23
2020-04-09,78,Virgin Islands,46,1
2020-04-09,51,Virginia,4041,109
2020-04-09,53,Washington,9609,456
2020-04-09,54,West Virginia,524,5
2020-04-09,55,Wisconsin,2885,116
2020-04-09,56,Wyoming,303,0
2020-04-10,01,Alabama,3008,80
2020-04-10,02,Alaska,244,5
2020-04-10,04,Arizona,3112,97
2020-04-10,05,Arkansas,1202,24
2020-04-10,06,California,21366,594
2020-04-10,08,Colorado,6510,253
2020-04-10,09,Connecticut,10538,448
2020-04-10,10,Delaware,1326,32
2020-04-10,11,District of Columbia,1660,38
2020-04-10,12,Florida,17960,418
2020-04-10,13,Georgia,11859,425
2020-04-10,66,Guam,577,4
2020-04-10,15,Hawaii,463,8
2020-04-10,16,Idaho,1425,25
2020-04-10,17,Illinois,17887,607
2020-04-10,18,Indiana,6960,353
2020-04-10,19,Iowa,1388,31
2020-04-10,20,Kansas,1180,50
2020-04-10,21,Kentucky,1702,90
2020-04-10,22,Louisiana,19253,755
2020-04-10,23,Maine,586,17
2020-04-10,24,Maryland,6968,172
2020-04-10,25,Massachusetts,20974,599
2020-04-10,26,Michigan,22646,1280
2020-04-10,27,Minnesota,1335,57
2020-04-10,28,Mississippi,2469,82
2020-04-10,29,Missouri,3799,105
2020-04-10,30,Montana,365,6
2020-04-10,31,Nebraska,678,18
2020-04-10,32,Nevada,2606,86
2020-04-10,33,New Hampshire,885,22
2020-04-10,34,New Jersey,54588,1932
2020-04-10,35,New Mexico,1090,19
2020-04-10,36,New York,172830,10162
2020-04-10,37,North Carolina,3906,78
2020-04-10,38,North Dakota,278,7
2020-04-10,69,Northern Mariana Islands,11,2
2020-04-10,39,Ohio,5879,231
2020-04-10,40,Oklahoma,1794,88
2020-04-10,41,Oregon,1371,48
2020-04-10,42,Pennsylvania,20128,435
2020-04-10,72,Puerto Rico,725,39
2020-04-10,44,Rhode Island,2015,49
2020-04-10,45,South Carolina,3065,72
2020-04-10,46,South Dakota,536,6
2020-04-10,47,Tennessee,4793,104
2020-04-10,48,Texas,12291,249
2020-04-10,49,Utah,2103,17
2020-04-10,50,Vermont,679,24
2020-04-10,78,Virgin Islands,46,1
2020-04-10,51,Virginia,4509,121
2020-04-10,53,Washington,9888,483
2020-04-10,54,West Virginia,537,5
2020-04-10,55,Wisconsin,3068,131
2020-04-10,56,Wyoming,320,0
2020-04-11,01,Alabama,3262,93
2020-04-11,02,Alaska,255,6
2020-04-11,04,Arizona,3393,112
2020-04-11,05,Arkansas,1228,25
2020-04-11,06,California,22421,632
2020-04-11,08,Colorado,6893,274
2020-04-11,09,Connecticut,11510,494
2020-04-11,10,Delaware,1479,33
2020-04-11,11,District of Columbia,1778,47
2020-04-11,12,Florida,18978,445
2020-04-11,13,Georgia,12261,432
2020-04-11,66,Guam,681,5
2020-04-11,15,Hawaii,484,8
2020-04-11,16,Idaho,1438,27
2020-04-11,17,Illinois,19180,682
2020-04-11,18,Indiana,7494,389
2020-04-11,19,Iowa,1510,34
2020-04-11,20,Kansas,1282,55
2020-04-11,21,Kentucky,1851,94
2020-04-11,22,Louisiana,20014,806
2020-04-11,23,Maine,616,19
2020-04-11,24,Maryland,7694,207
2020-04-11,25,Massachusetts,22860,686
2020-04-11,26,Michigan,23855,1395
2020-04-11,27,Minnesota,1427,64
2020-04-11,28,Mississippi,2642,93
2020-04-11,29,Missouri,4024,116
2020-04-11,30,Montana,377,6
2020-04-11,31,Nebraska,718,18
2020-04-11,32,Nevada,2720,111
2020-04-11,33,New Hampshire,929,23
2020-04-11,34,New Jersey,58151,2183
2020-04-11,35,New Mexico,1174,20
2020-04-11,36,New York,182990,11159
2020-04-11,37,North Carolina,4310,86
2020-04-11,38,North Dakota,293,7
2020-04-11,69,Northern Mariana Islands,11,2
2020-04-11,39,Ohio,6251,247
2020-04-11,40,Oklahoma,1868,93
2020-04-11,41,Oregon,1447,51
2020-04-11,42,Pennsylvania,21774,515
2020-04-11,72,Puerto Rico,788,42
2020-04-11,44,Rhode Island,2349,56
2020-04-11,45,South Carolina,3207,80
2020-04-11,46,South Dakota,626,6
2020-04-11,47,Tennessee,4983,107
2020-04-11,48,Texas,13208,265
2020-04-11,49,Utah,2208,18
2020-04-11,50,Vermont,711,24
2020-04-11,78,Virgin Islands,51,1
2020-04-11,51,Virginia,5076,130
2020-04-11,53,Washington,10227,498
2020-04-11,54,West Virginia,593,6
2020-04-11,55,Wisconsin,3213,141
2020-04-11,56,Wyoming,343,0
2020-04-12,01,Alabama,3583,93
2020-04-12,02,Alaska,270,6
2020-04-12,04,Arizona,3539,117
2020-04-12,05,Arkansas,1280,27
2020-04-12,06,California,23323,676
2020-04-12,08,Colorado,7303,290
2020-04-12,09,Connecticut,12035,554
2020-04-12,10,Delaware,1625,35
2020-04-12,11,District of Columbia,1875,50
2020-04-12,12,Florida,19855,460
2020-04-12,13,Georgia,12103,438
2020-04-12,66,Guam,716,5
2020-04-12,15,Hawaii,497,9
2020-04-12,16,Idaho,1457,27
2020-04-12,17,Illinois,20852,727
2020-04-12,18,Indiana,7990,405
2020-04-12,19,Iowa,1587,41
2020-04-12,20,Kansas,1337,56
2020-04-12,21,Kentucky,1963,98
2020-04-12,22,Louisiana,20595,840
2020-04-12,23,Maine,633,19
2020-04-12,24,Maryland,8225,236
2020-04-12,25,Massachusetts,25475,756
2020-04-12,26,Michigan,24496,1488
2020-04-12,27,Minnesota,1621,70
2020-04-12,28,Mississippi,2781,96
2020-04-12,29,Missouri,4160,116
2020-04-12,30,Montana,387,6
2020-04-12,31,Nebraska,805,18
2020-04-12,32,Nevada,2860,113
2020-04-12,33,New Hampshire,985,23
2020-04-12,34,New Jersey,61850,2350
2020-04-12,35,New Mexico,1245,26
2020-04-12,36,New York,191425,12116
2020-04-12,37,North Carolina,4520,86
2020-04-12,38,North Dakota,308,8
2020-04-12,69,Northern Mariana Islands,11,2
2020-04-12,39,Ohio,6605,253
2020-04-12,40,Oklahoma,1970,96
2020-04-12,41,Oregon,1527,52
2020-04-12,42,Pennsylvania,22955,525
2020-04-12,72,Puerto Rico,897,44
2020-04-12,44,Rhode Island,2665,63
2020-04-12,45,South Carolina,3319,82
2020-04-12,46,South Dakota,729,6
2020-04-12,47,Tennessee,5144,107
2020-04-12,48,Texas,13776,288
2020-04-12,49,Utah,2305,18
2020-04-12,50,Vermont,727,26
2020-04-12,78,Virgin Islands,51,1
2020-04-12,51,Virginia,5273,141
2020-04-12,53,Washington,10414,511
2020-04-12,54,West Virginia,615,8
2020-04-12,55,Wisconsin,3341,145
2020-04-12,56,Wyoming,364,0
2020-04-13,01,Alabama,3805,104
2020-04-13,02,Alaska,275,6
2020-04-13,04,Arizona,3702,122
2020-04-13,05,Arkansas,1475,30
2020-04-13,06,California,24334,725
2020-04-13,08,Colorado,7691,308
2020-04-13,09,Connecticut,13381,602
2020-04-13,10,Delaware,1761,41
2020-04-13,11,District of Columbia,1955,52
2020-04-13,12,Florida,21011,498
2020-04-13,13,Georgia,13125,479
2020-04-13,66,Guam,719,6
2020-04-13,15,Hawaii,502,9
2020-04-13,16,Idaho,1499,33
2020-04-13,17,Illinois,22025,800
2020-04-13,18,Indiana,8300,414
2020-04-13,19,Iowa,1710,44
2020-04-13,20,Kansas,1384,63
2020-04-13,21,Kentucky,2048,106
2020-04-13,22,Louisiana,21016,884
2020-04-13,23,Maine,698,19
2020-04-13,24,Maryland,8936,262
2020-04-13,25,Massachusetts,26867,844
2020-04-13,26,Michigan,25490,1603
2020-04-13,27,Minnesota,1650,70
2020-04-13,28,Mississippi,2942,98
2020-04-13,29,Missouri,4388,136
2020-04-13,30,Montana,394,7
2020-04-13,31,Nebraska,870,19
2020-04-13,32,Nevada,3036,114
2020-04-13,33,New Hampshire,1020,23
2020-04-13,34,New Jersey,64584,2443
2020-04-13,35,New Mexico,1345,31
2020-04-13,36,New York,197973,12998
2020-04-13,37,North Carolina,4788,91
2020-04-13,38,North Dakota,331,9
2020-04-13,69,Northern Mariana Islands,11,2
2020-04-13,39,Ohio,6975,274
2020-04-13,40,Oklahoma,2069,98
2020-04-13,41,Oregon,1584,53
2020-04-13,42,Pennsylvania,24295,563
2020-04-13,72,Puerto Rico,903,45
2020-04-13,44,Rhode Island,2976,73
2020-04-13,45,South Carolina,3439,87
2020-04-13,46,South Dakota,867,6
2020-04-13,47,Tennessee,5483,114
2020-04-13,48,Texas,14487,320
2020-04-13,49,Utah,2368,18
2020-04-13,50,Vermont,748,27
2020-04-13,78,Virgin Islands,51,1
2020-04-13,51,Virginia,5746,149
2020-04-13,53,Washington,10547,525
2020-04-13,54,West Virginia,638,9
2020-04-13,55,Wisconsin,3428,155
2020-04-13,56,Wyoming,373,1
2020-04-14,01,Alabama,3953,114
2020-04-14,02,Alaska,283,7
2020-04-14,04,Arizona,3806,131
2020-04-14,05,Arkansas,1498,32
2020-04-14,06,California,25758,778
2020-04-14,08,Colorado,7941,329
2020-04-14,09,Connecticut,13989,671
2020-04-14,10,Delaware,1926,43
2020-04-14,11,District of Columbia,2058,67
2020-04-14,12,Florida,21620,570
2020-04-14,13,Georgia,13913,517
2020-04-14,66,Guam,721,6
2020-04-14,15,Hawaii,511,9
2020-04-14,16,Idaho,1538,39
2020-04-14,17,Illinois,23247,878
2020-04-14,18,Indiana,8598,458
2020-04-14,19,Iowa,1899,44
2020-04-14,20,Kansas,1440,69
2020-04-14,21,Kentucky,2210,115
2020-04-14,22,Louisiana,21518,1013
2020-04-14,23,Maine,734,20
2020-04-14,24,Maryland,9472,302
2020-04-14,25,Massachusetts,28163,957
2020-04-14,26,Michigan,26845,1767
2020-04-14,27,Minnesota,1695,79
2020-04-14,28,Mississippi,3087,111
2020-04-14,29,Missouri,4686,151
2020-04-14,30,Montana,399,7
2020-04-14,31,Nebraska,930,21
2020-04-14,32,Nevada,3137,130
2020-04-14,33,New Hampshire,1091,27
2020-04-14,34,New Jersey,68824,2805
2020-04-14,35,New Mexico,1407,36
2020-04-14,36,New York,205375,14001
2020-04-14,37,North Carolina,4992,116
2020-04-14,38,North Dakota,341,9
2020-04-14,69,Northern Mariana Islands,13,2
2020-04-14,39,Ohio,7280,324
2020-04-14,40,Oklahoma,2184,109
2020-04-14,41,Oregon,1633,55
2020-04-14,42,Pennsylvania,25591,746
2020-04-14,72,Puerto Rico,923,45
2020-04-14,44,Rhode Island,3251,80
2020-04-14,45,South Carolina,3553,97
2020-04-14,46,South Dakota,987,6
2020-04-14,47,Tennessee,5654,123
2020-04-14,48,Texas,15303,365
2020-04-14,49,Utah,2420,19
2020-04-14,50,Vermont,752,28
2020-04-14,78,Virgin Islands,51,1
2020-04-14,51,Virginia,6173,154
2020-04-14,53,Washington,10711,552
2020-04-14,54,West Virginia,697,10
2020-04-14,55,Wisconsin,3555,172
2020-04-14,56,Wyoming,373,1
2020-04-15,01,Alabama,4241,123
2020-04-15,02,Alaska,291,7
2020-04-15,04,Arizona,3962,142
2020-04-15,05,Arkansas,1599,34
2020-04-15,06,California,27107,885
2020-04-15,08,Colorado,8280,355
2020-04-15,09,Connecticut,14755,868
2020-04-15,10,Delaware,2014,46
2020-04-15,11,District of Columbia,2197,72
2020-04-15,12,Florida,22526,613
2020-04-15,13,Georgia,14583,569
2020-04-15,66,Guam,750,6
2020-04-15,15,Hawaii,524,9
2020-04-15,16,Idaho,1587,41
2020-04-15,17,Illinois,24593,958
2020-04-15,18,Indiana,9030,511
2020-04-15,19,Iowa,1995,53
2020-04-15,20,Kansas,1503,76
2020-04-15,21,Kentucky,2295,124
2020-04-15,22,Louisiana,21951,1103
2020-04-15,23,Maine,770,24
2020-04-15,24,Maryland,10096,413
2020-04-15,25,Massachusetts,29918,1108
2020-04-15,26,Michigan,27894,1920
2020-04-15,27,Minnesota,1809,87
2020-04-15,28,Mississippi,3360,122
2020-04-15,29,Missouri,4895,164
2020-04-15,30,Montana,404,7
2020-04-15,31,Nebraska,994,22
2020-04-15,32,Nevada,3212,137
2020-04-15,33,New Hampshire,1139,32
2020-04-15,34,New Jersey,71030,3156
2020-04-15,35,New Mexico,1484,36
2020-04-15,36,New York,217130,14937
2020-04-15,37,North Carolina,5123,128
2020-04-15,38,North Dakota,365,9
2020-04-15,69,Northern Mariana Islands,13,2
2020-04-15,39,Ohio,7791,361
2020-04-15,40,Oklahoma,2263,123
2020-04-15,41,Oregon,1663,58
2020-04-15,42,Pennsylvania,26804,833
2020-04-15,72,Puerto Rico,974,51
2020-04-15,44,Rhode Island,3529,87
2020-04-15,45,South Carolina,3656,107
2020-04-15,46,South Dakota,1168,6
2020-04-15,47,Tennessee,5864,135
2020-04-15,48,Texas,16106,395
2020-04-15,49,Utah,2549,20
2020-04-15,50,Vermont,759,29
2020-04-15,78,Virgin Islands,51,1
2020-04-15,51,Virginia,6502,195
2020-04-15,53,Washington,10806,572
2020-04-15,54,West Virginia,725,12
2020-04-15,55,Wisconsin,3721,184
2020-04-15,56,Wyoming,392,2
2020-04-16,01,Alabama,4404,137
2020-04-16,02,Alaska,298,7
2020-04-16,04,Arizona,4234,152
2020-04-16,05,Arkansas,1620,37
2020-04-16,06,California,28142,971
2020-04-16,08,Colorado,8675,374
2020-04-16,09,Connecticut,15884,971
2020-04-16,10,Delaware,2075,52
2020-04-16,11,District of Columbia,2350,81
2020-04-16,12,Florida,23332,667
2020-04-16,13,Georgia,15644,611
2020-04-16,66,Guam,790,6
2020-04-16,15,Hawaii,535,9
2020-04-16,16,Idaho,1609,41
2020-04-16,17,Illinois,25734,1081
2020-04-16,18,Indiana,9619,554
2020-04-16,19,Iowa,2141,60
2020-04-16,20,Kansas,1595,80
2020-04-16,21,Kentucky,2429,131
2020-04-16,22,Louisiana,22532,1156
2020-04-16,23,Maine,796,27
2020-04-16,24,Maryland,10851,459
2020-04-16,25,Massachusetts,32181,1245
2020-04-16,26,Michigan,29120,2092
2020-04-16,27,Minnesota,1912,94
2020-04-16,28,Mississippi,3624,129
2020-04-16,29,Missouri,5111,170
2020-04-16,30,Montana,415,7
2020-04-16,31,Nebraska,1094,24
2020-04-16,32,Nevada,3321,142
2020-04-16,33,New Hampshire,1211,34
2020-04-16,34,New Jersey,75317,3518
2020-04-16,35,New Mexico,1597,44
2020-04-16,36,New York,225761,15669
2020-04-16,37,North Carolina,5463,140
2020-04-16,38,North Dakota,393,9
2020-04-16,69,Northern Mariana Islands,13,2
2020-04-16,39,Ohio,8414,389
2020-04-16,40,Oklahoma,2357,131
2020-04-16,41,Oregon,1736,64
2020-04-16,42,Pennsylvania,28314,940
2020-04-16,72,Puerto Rico,1043,56
2020-04-16,44,Rhode Island,3838,105
2020-04-16,45,South Carolina,3931,109
2020-04-16,46,South Dakota,1311,7
2020-04-16,47,Tennessee,6077,142
2020-04-16,48,Texas,16928,428
2020-04-16,49,Utah,2687,21
2020-04-16,50,Vermont,768,34
