date,state,fips,Cases Key,Cases Value,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,state_name
2020-06-07,VT,50,NYT cases,1063,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,Vermont
2020-06-07,VT,50,COVID tracking positive tests,1063,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,Vermont
2020-06-07,WA,53,NYT cases,25064,7,137,2020,23,2020-06-07,Jun,6,2020-06-01,Washington
2020-06-07,WA,53,COVID tracking positive tests,25419,7,137,2020,23,2020-06-07,Jun,6,2020-06-01,Washington
2020-06-07,WI,55,NYT cases,20950,7,95,2020,23,2020-06-07,Jun,6,2020-06-01,Wisconsin
2020-06-07,WI,55,COVID tracking positive tests,23212,7,95,2020,23,2020-06-07,Jun,6,2020-06-01,Wisconsin
2020-06-07,WV,54,NYT cases,2144,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,West Virginia
2020-06-07,WV,54,COVID tracking positive tests,2144,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,West Virginia
2020-06-07,WY,56,NYT cases,947,7,92,2020,23,2020-06-07,Jun,6,2020-06-01,Wyoming
2020-06-07,WY,56,COVID tracking positive tests,947,7,92,2020,23,2020-06-07,Jun,6,2020-06-01,Wyoming
2020-06-06,AK,02,NYT cases,579,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-06,AK,02,COVID tracking positive tests,536,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-06,AL,01,NYT cases,20043,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-06,AL,01,COVID tracking positive tests,20043,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-06,AR,05,NYT cases,9101,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-06,AR,05,COVID tracking positive tests,9101,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-06,AZ,04,NYT cases,25517,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-06,AZ,04,COVID tracking positive tests,25451,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-06,CA,06,NYT cases,129147,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-06,CA,06,COVID tracking positive tests,126016,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-06,CO,08,NYT cases,27834,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-06,CO,08,COVID tracking positive tests,27615,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-06,CT,09,NYT cases,43818,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-06,CT,09,COVID tracking positive tests,43818,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-06,DC,11,NYT cases,9269,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-06,DC,11,COVID tracking positive tests,9269,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-06,DE,10,NYT cases,9845,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-06,DE,10,COVID tracking positive tests,9845,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-06,FL,12,NYT cases,62750,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-06,FL,12,COVID tracking positive tests,62758,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-06,GA,13,NYT cases,48943,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-06,GA,13,COVID tracking positive tests,51309,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-06,HI,15,NYT cases,661,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-06,HI,15,COVID tracking positive tests,664,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-06,IA,19,NYT cases,21527,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-06,IA,19,COVID tracking positive tests,21478,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-06,ID,16,NYT cases,3139,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Idaho
2020-06-06,ID,16,COVID tracking positive tests,3111,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Idaho
2020-06-06,IL,17,NYT cases,127251,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Illinois
2020-06-06,IL,17,COVID tracking positive tests,126890,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Illinois
2020-06-06,IN,18,NYT cases,37928,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Indiana
2020-06-06,IN,18,COVID tracking positive tests,36997,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Indiana
2020-06-06,KS,20,NYT cases,10517,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Kansas
2020-06-06,KS,20,COVID tracking positive tests,10393,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Kansas
2020-06-06,KY,21,NYT cases,11359,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Kentucky
2020-06-06,KY,21,COVID tracking positive tests,11287,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Kentucky
2020-06-06,LA,22,NYT cases,42597,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Louisiana
2020-06-06,LA,22,COVID tracking positive tests,42486,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Louisiana
2020-06-06,MA,25,NYT cases,103132,6,86,2020,23,2020-05-31,Jun,6,2020-05-01,Massachusetts
2020-06-06,MA,25,COVID tracking positive tests,103132,6,86,2020,23,2020-05-31,Jun,6,2020-05-01,Massachusetts
2020-06-06,MD,24,NYT cases,58099,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Maryland
2020-06-06,MD,24,COVID tracking positive tests,57482,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Maryland
2020-06-06,ME,23,NYT cases,2524,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Maine
2020-06-06,ME,23,COVID tracking positive tests,2524,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Maine
2020-06-06,MI,26,NYT cases,64196,6,97,2020,23,2020-05-31,Jun,6,2020-05-01,Michigan
2020-06-06,MI,26,COVID tracking positive tests,64914,6,97,2020,23,2020-05-31,Jun,6,2020-05-01,Michigan
2020-06-06,MN,27,NYT cases,27512,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Minnesota
2020-06-06,MN,27,COVID tracking positive tests,28853,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Minnesota
2020-06-06,MO,29,NYT cases,14659,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Missouri
2020-06-06,MO,29,COVID tracking positive tests,14442,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Missouri
2020-06-06,MS,28,NYT cases,17034,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Mississippi
2020-06-06,MS,28,COVID tracking positive tests,16769,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Mississippi
2020-06-06,MT,30,NYT cases,540,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Montana
2020-06-06,MT,30,COVID tracking positive tests,540,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Montana
2020-06-06,NC,37,NYT cases,34809,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,North Carolina
2020-06-06,NC,37,COVID tracking positive tests,34625,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,North Carolina
2020-06-06,ND,38,NYT cases,2819,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,North Dakota
2020-06-06,ND,38,COVID tracking positive tests,2816,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,North Dakota
2020-06-06,NE,31,NYT cases,15543,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Nebraska
2020-06-06,NE,31,COVID tracking positive tests,15379,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Nebraska
2020-06-06,NH,33,NYT cases,5019,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,New Hampshire
2020-06-06,NH,33,COVID tracking positive tests,5019,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,New Hampshire
2020-06-06,NJ,34,NYT cases,163893,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,New Jersey
2020-06-06,NJ,34,COVID tracking positive tests,163893,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,New Jersey
2020-06-06,NM,35,NYT cases,8800,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,New Mexico
2020-06-06,NM,35,COVID tracking positive tests,8672,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,New Mexico
2020-06-06,NV,32,NYT cases,9494,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Nevada
2020-06-06,NV,32,COVID tracking positive tests,9460,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Nevada
2020-06-06,NY,36,NYT cases,382102,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,New York
2020-06-06,NY,36,COVID tracking positive tests,377316,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,New York
2020-06-06,OH,39,NYT cases,38111,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Ohio
2020-06-06,OH,39,COVID tracking positive tests,38111,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Ohio
2020-06-06,OK,40,NYT cases,7060,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Oklahoma
2020-06-06,OK,40,COVID tracking positive tests,7003,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Oklahoma
2020-06-06,OR,41,NYT cases,4672,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Oregon
2020-06-06,OR,41,COVID tracking positive tests,4662,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Oregon
2020-06-06,PA,42,NYT cases,79507,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Pennsylvania
2020-06-06,PA,42,COVID tracking positive tests,75706,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Pennsylvania
2020-06-06,RI,44,NYT cases,15441,6,97,2020,23,2020-05-31,Jun,6,2020-05-01,Rhode Island
2020-06-06,RI,44,COVID tracking positive tests,15589,6,97,2020,23,2020-05-31,Jun,6,2020-05-01,Rhode Island
2020-06-06,SC,45,NYT cases,13916,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,South Carolina
2020-06-06,SC,45,COVID tracking positive tests,13916,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,South Carolina
2020-06-06,SD,46,NYT cases,5367,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,South Dakota
2020-06-06,SD,46,COVID tracking positive tests,5367,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,South Dakota
2020-06-06,TN,47,NYT cases,26359,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Tennessee
2020-06-06,TN,47,COVID tracking positive tests,26071,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Tennessee
2020-06-06,TX,48,NYT cases,75077,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Texas
2020-06-06,TX,48,COVID tracking positive tests,73553,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Texas
2020-06-06,UT,49,NYT cases,11866,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Utah
2020-06-06,UT,49,COVID tracking positive tests,11798,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Utah
2020-06-06,VA,51,NYT cases,49397,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Virginia
2020-06-06,VA,51,COVID tracking positive tests,49397,6,93,2020,23,2020-05-31,Jun,6,2020-05-01,Virginia
2020-06-06,VT,50,NYT cases,1046,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Vermont
2020-06-06,VT,50,COVID tracking positive tests,1046,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,Vermont
2020-06-06,WA,53,NYT cases,24767,6,136,2020,23,2020-05-31,Jun,6,2020-05-01,Washington
2020-06-06,WA,53,COVID tracking positive tests,25227,6,136,2020,23,2020-05-31,Jun,6,2020-05-01,Washington
2020-06-06,WI,55,NYT cases,20701,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Wisconsin
2020-06-06,WI,55,COVID tracking positive tests,22937,6,94,2020,23,2020-05-31,Jun,6,2020-05-01,Wisconsin
2020-06-06,WV,54,NYT cases,2136,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,West Virginia
2020-06-06,WV,54,COVID tracking positive tests,2131,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,West Virginia
2020-06-06,WY,56,NYT cases,939,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Wyoming
2020-06-06,WY,56,COVID tracking positive tests,939,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,Wyoming
2020-06-05,AK,02,NYT cases,565,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-05,AK,02,COVID tracking positive tests,524,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-05,AL,01,NYT cases,19387,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-05,AL,01,COVID tracking positive tests,19387,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-05,AR,05,NYT cases,8651,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-05,AR,05,COVID tracking positive tests,8651,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-05,AZ,04,NYT cases,24369,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-05,AZ,04,COVID tracking positive tests,24332,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-05,CA,06,NYT cases,126510,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-05,CA,06,COVID tracking positive tests,122901,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-05,CO,08,NYT cases,27601,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-05,CO,08,COVID tracking positive tests,27360,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-05,CT,09,NYT cases,43460,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-05,CT,09,COVID tracking positive tests,43460,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-05,DC,11,NYT cases,9199,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-05,DC,11,COVID tracking positive tests,9199,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-05,DE,10,NYT cases,9773,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-05,DE,10,COVID tracking positive tests,9773,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-05,FL,12,NYT cases,61480,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-05,FL,12,COVID tracking positive tests,61488,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-05,GA,13,NYT cases,48280,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-05,GA,13,COVID tracking positive tests,50621,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-05,HI,15,NYT cases,653,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-05,HI,15,COVID tracking positive tests,655,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-05,IA,19,NYT cases,21332,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-05,IA,19,COVID tracking positive tests,21152,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-05,ID,16,NYT cases,3111,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Idaho
2020-06-05,ID,16,COVID tracking positive tests,3054,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Idaho
2020-06-05,IL,17,NYT cases,126317,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Illinois
2020-06-05,IL,17,COVID tracking positive tests,125915,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Illinois
2020-06-05,IN,18,NYT cases,37499,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Indiana
2020-06-05,IN,18,COVID tracking positive tests,36578,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Indiana
2020-06-05,KS,20,NYT cases,10493,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Kansas
2020-06-05,KS,20,COVID tracking positive tests,10393,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Kansas
2020-06-05,KY,21,NYT cases,11051,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Kentucky
2020-06-05,KY,21,COVID tracking positive tests,10977,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Kentucky
2020-06-05,LA,22,NYT cases,42100,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Louisiana
2020-06-05,LA,22,COVID tracking positive tests,41989,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Louisiana
2020-06-05,MA,25,NYT cases,102557,5,85,2020,23,2020-05-31,Jun,6,2020-05-01,Massachusetts
2020-06-05,MA,25,COVID tracking positive tests,102557,5,85,2020,23,2020-05-31,Jun,6,2020-05-01,Massachusetts
2020-06-05,MD,24,NYT cases,57407,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Maryland
2020-06-05,MD,24,COVID tracking positive tests,56770,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Maryland
2020-06-05,ME,23,NYT cases,2482,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Maine
2020-06-05,ME,23,COVID tracking positive tests,2482,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Maine
2020-06-05,MI,26,NYT cases,63744,5,96,2020,23,2020-05-31,Jun,6,2020-05-01,Michigan
2020-06-05,MI,26,COVID tracking positive tests,64821,5,96,2020,23,2020-05-31,Jun,6,2020-05-01,Michigan
2020-06-05,MN,27,NYT cases,26991,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Minnesota
2020-06-05,MN,27,COVID tracking positive tests,28688,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Minnesota
2020-06-05,MO,29,NYT cases,14515,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Missouri
2020-06-05,MO,29,COVID tracking positive tests,14253,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Missouri
2020-06-05,MS,28,NYT cases,16769,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Mississippi
2020-06-05,MS,28,COVID tracking positive tests,16759,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Mississippi
2020-06-05,MT,30,NYT cases,539,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Montana
2020-06-05,MT,30,COVID tracking positive tests,541,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Montana
2020-06-05,NC,37,NYT cases,33417,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,North Carolina
2020-06-05,NC,37,COVID tracking positive tests,33255,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,North Carolina
2020-06-05,ND,38,NYT cases,2748,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,North Dakota
2020-06-05,ND,38,COVID tracking positive tests,2745,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,North Dakota
2020-06-05,NE,31,NYT cases,15379,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Nebraska
2020-06-05,NE,31,COVID tracking positive tests,15117,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Nebraska
2020-06-05,NH,33,NYT cases,4953,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,New Hampshire
2020-06-05,NH,33,COVID tracking positive tests,4876,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,New Hampshire
2020-06-05,NJ,34,NYT cases,163336,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,New Jersey
2020-06-05,NJ,34,COVID tracking positive tests,163336,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,New Jersey
2020-06-05,NM,35,NYT cases,8672,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,New Mexico
2020-06-05,NM,35,COVID tracking positive tests,8353,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,New Mexico
2020-06-05,NV,32,NYT cases,9306,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Nevada
2020-06-05,NV,32,COVID tracking positive tests,9266,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Nevada
2020-06-05,NY,36,NYT cases,381019,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,New York
2020-06-05,NY,36,COVID tracking positive tests,376208,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,New York
2020-06-05,OH,39,NYT cases,37758,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Ohio
2020-06-05,OH,39,COVID tracking positive tests,37758,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Ohio
2020-06-05,OK,40,NYT cases,7004,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Oklahoma
2020-06-05,OK,40,COVID tracking positive tests,6907,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Oklahoma
2020-06-05,OR,41,NYT cases,4580,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Oregon
2020-06-05,OR,41,COVID tracking positive tests,4570,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Oregon
2020-06-05,PA,42,NYT cases,78908,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Pennsylvania
2020-06-05,PA,42,COVID tracking positive tests,75005,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Pennsylvania
2020-06-05,RI,44,NYT cases,15441,5,96,2020,23,2020-05-31,Jun,6,2020-05-01,Rhode Island
2020-06-05,RI,44,COVID tracking positive tests,15521,5,96,2020,23,2020-05-31,Jun,6,2020-05-01,Rhode Island
2020-06-05,SC,45,NYT cases,13453,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,South Carolina
2020-06-05,SC,45,COVID tracking positive tests,13453,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,South Carolina
2020-06-05,SD,46,NYT cases,5277,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,South Dakota
2020-06-05,SD,46,COVID tracking positive tests,5277,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,South Dakota
2020-06-05,TN,47,NYT cases,25799,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Tennessee
2020-06-05,TN,47,COVID tracking positive tests,25520,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Tennessee
2020-06-05,TX,48,NYT cases,73323,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Texas
2020-06-05,TX,48,COVID tracking positive tests,71613,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Texas
2020-06-05,UT,49,NYT cases,11344,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Utah
2020-06-05,UT,49,COVID tracking positive tests,11252,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Utah
2020-06-05,VA,51,NYT cases,48532,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Virginia
2020-06-05,VA,51,COVID tracking positive tests,48532,5,92,2020,23,2020-05-31,Jun,6,2020-05-01,Virginia
2020-06-05,VT,50,NYT cases,1027,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Vermont
2020-06-05,VT,50,COVID tracking positive tests,1027,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,Vermont
2020-06-05,WA,53,NYT cases,24546,5,135,2020,23,2020-05-31,Jun,6,2020-05-01,Washington
2020-06-05,WA,53,COVID tracking positive tests,25023,5,135,2020,23,2020-05-31,Jun,6,2020-05-01,Washington
2020-06-05,WI,55,NYT cases,20427,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Wisconsin
2020-06-05,WI,55,COVID tracking positive tests,22599,5,93,2020,23,2020-05-31,Jun,6,2020-05-01,Wisconsin
2020-06-05,WV,54,NYT cases,2119,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,West Virginia
2020-06-05,WV,54,COVID tracking positive tests,2119,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,West Virginia
2020-06-05,WY,56,NYT cases,933,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Wyoming
2020-06-05,WY,56,COVID tracking positive tests,933,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,Wyoming
2020-06-04,AK,02,NYT cases,542,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-04,AK,02,COVID tracking positive tests,513,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Alaska
2020-06-04,AL,01,NYT cases,19072,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-04,AL,01,COVID tracking positive tests,19072,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Alabama
2020-06-04,AR,05,NYT cases,8425,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-04,AR,05,COVID tracking positive tests,8067,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Arkansas
2020-06-04,AZ,04,NYT cases,22818,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-04,AZ,04,COVID tracking positive tests,22753,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Arizona
2020-06-04,CA,06,NYT cases,122917,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-04,CA,06,COVID tracking positive tests,119807,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,California
2020-06-04,CO,08,NYT cases,27346,4,91,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-04,CO,08,COVID tracking positive tests,27060,4,91,2020,23,2020-05-31,Jun,6,2020-05-01,Colorado
2020-06-04,CT,09,NYT cases,43239,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-04,CT,09,COVID tracking positive tests,43239,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Connecticut
2020-06-04,DC,11,NYT cases,9120,4,91,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-04,DC,11,COVID tracking positive tests,9120,4,91,2020,23,2020-05-31,Jun,6,2020-05-01,District of Columbia
2020-06-04,DE,10,NYT cases,9746,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-04,DE,10,COVID tracking positive tests,9746,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Delaware
2020-06-04,FL,12,NYT cases,60175,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-04,FL,12,COVID tracking positive tests,60183,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Florida
2020-06-04,GA,13,NYT cases,47528,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-04,GA,13,COVID tracking positive tests,49847,4,92,2020,23,2020-05-31,Jun,6,2020-05-01,Georgia
2020-06-04,HI,15,NYT cases,644,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-04,HI,15,COVID tracking positive tests,653,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Hawaii
2020-06-04,IA,19,NYT cases,20943,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-04,IA,19,COVID tracking positive tests,20805,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,Iowa
2020-06-04,ID,16,NYT cases,3054,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,Idaho
