date,fips,state_name,state,Death Key,Death Value,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month
2020-03-20,32,Nevada,NV,COVID tracking deaths,3,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,33,New Hampshire,NH,NYT deaths,0,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,33,New Hampshire,NH,COVID tracking deaths,0,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,34,New Jersey,NJ,NYT deaths,11,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,34,New Jersey,NJ,COVID tracking deaths,11,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,35,New Mexico,NM,NYT deaths,0,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,35,New Mexico,NM,COVID tracking deaths,0,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,36,New York,NY,NYT deaths,68,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,36,New York,NY,COVID tracking deaths,35,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,37,North Carolina,NC,NYT deaths,0,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,37,North Carolina,NC,COVID tracking deaths,0,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,38,North Dakota,ND,NYT deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,38,North Dakota,ND,COVID tracking deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,39,Ohio,OH,NYT deaths,1,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,39,Ohio,OH,COVID tracking deaths,1,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,40,Oklahoma,OK,NYT deaths,1,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,40,Oklahoma,OK,COVID tracking deaths,1,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,41,Oregon,OR,NYT deaths,3,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,41,Oregon,OR,COVID tracking deaths,3,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,42,Pennsylvania,PA,NYT deaths,1,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,42,Pennsylvania,PA,COVID tracking deaths,1,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,44,Rhode Island,RI,NYT deaths,0,20,19,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,44,Rhode Island,RI,COVID tracking deaths,0,20,19,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,45,South Carolina,SC,NYT deaths,3,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,45,South Carolina,SC,COVID tracking deaths,1,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,46,South Dakota,SD,NYT deaths,1,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,46,South Dakota,SD,COVID tracking deaths,1,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,47,Tennessee,TN,NYT deaths,0,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,47,Tennessee,TN,COVID tracking deaths,0,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,48,Texas,TX,NYT deaths,5,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,48,Texas,TX,COVID tracking deaths,5,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,49,Utah,UT,NYT deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,49,Utah,UT,COVID tracking deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,50,Vermont,VT,NYT deaths,2,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,50,Vermont,VT,COVID tracking deaths,2,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,51,Virginia,VA,NYT deaths,2,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,51,Virginia,VA,COVID tracking deaths,2,20,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,53,Washington,WA,NYT deaths,83,20,58,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,53,Washington,WA,COVID tracking deaths,104,20,58,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,54,West Virginia,WV,NYT deaths,0,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,54,West Virginia,WV,COVID tracking deaths,0,20,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,55,Wisconsin,WI,NYT deaths,3,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,55,Wisconsin,WI,COVID tracking deaths,3,20,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,56,Wyoming,WY,NYT deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-20,56,Wyoming,WY,COVID tracking deaths,0,20,13,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,01,Alabama,AL,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,01,Alabama,AL,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,02,Alaska,AK,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,02,Alaska,AK,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,04,Arizona,AZ,NYT deaths,1,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,04,Arizona,AZ,COVID tracking deaths,1,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,05,Arkansas,AR,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,05,Arkansas,AR,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,06,California,CA,NYT deaths,28,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,06,California,CA,COVID tracking deaths,24,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,08,Colorado,CO,NYT deaths,6,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,08,Colorado,CO,COVID tracking deaths,4,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,09,Connecticut,CT,NYT deaths,5,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,09,Connecticut,CT,COVID tracking deaths,4,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,10,Delaware,DE,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,10,Delaware,DE,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,11,District of Columbia,DC,NYT deaths,1,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,11,District of Columbia,DC,COVID tracking deaths,1,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,12,Florida,FL,NYT deaths,11,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,12,Florida,FL,COVID tracking deaths,12,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,13,Georgia,GA,NYT deaths,20,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,13,Georgia,GA,COVID tracking deaths,14,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,15,Hawaii,HI,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,15,Hawaii,HI,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,16,Idaho,ID,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,16,Idaho,ID,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,17,Illinois,IL,NYT deaths,6,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,17,Illinois,IL,COVID tracking deaths,6,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,18,Indiana,IN,NYT deaths,6,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,18,Indiana,IN,COVID tracking deaths,4,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,19,Iowa,IA,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,19,Iowa,IA,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,20,Kansas,KS,NYT deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,20,Kansas,KS,COVID tracking deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,21,Kentucky,KY,NYT deaths,3,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,21,Kentucky,KY,COVID tracking deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,22,Louisiana,LA,NYT deaths,16,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,22,Louisiana,LA,COVID tracking deaths,16,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,23,Maine,ME,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,23,Maine,ME,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,24,Maryland,MD,NYT deaths,3,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,24,Maryland,MD,COVID tracking deaths,3,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,25,Massachusetts,MA,NYT deaths,2,21,9,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,25,Massachusetts,MA,COVID tracking deaths,7,21,9,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,26,Michigan,MI,NYT deaths,6,21,20,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,26,Michigan,MI,COVID tracking deaths,23,21,20,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,27,Minnesota,MN,NYT deaths,1,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,27,Minnesota,MN,COVID tracking deaths,1,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,28,Mississippi,MS,NYT deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,28,Mississippi,MS,COVID tracking deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,29,Missouri,MO,NYT deaths,3,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,29,Missouri,MO,COVID tracking deaths,3,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,30,Montana,MT,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,30,Montana,MT,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,31,Nebraska,NE,NYT deaths,0,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,31,Nebraska,NE,COVID tracking deaths,0,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,32,Nevada,NV,NYT deaths,2,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,32,Nevada,NV,COVID tracking deaths,5,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,33,New Hampshire,NH,NYT deaths,0,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,33,New Hampshire,NH,COVID tracking deaths,0,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,34,New Jersey,NJ,NYT deaths,16,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,34,New Jersey,NJ,COVID tracking deaths,16,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,35,New Mexico,NM,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,35,New Mexico,NM,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,36,New York,NY,NYT deaths,95,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,36,New York,NY,COVID tracking deaths,44,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,37,North Carolina,NC,NYT deaths,0,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,37,North Carolina,NC,COVID tracking deaths,0,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,38,North Dakota,ND,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,38,North Dakota,ND,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,39,Ohio,OH,NYT deaths,3,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,39,Ohio,OH,COVID tracking deaths,3,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,40,Oklahoma,OK,NYT deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,40,Oklahoma,OK,COVID tracking deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,41,Oregon,OR,NYT deaths,4,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,41,Oregon,OR,COVID tracking deaths,3,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,42,Pennsylvania,PA,NYT deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,42,Pennsylvania,PA,COVID tracking deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,44,Rhode Island,RI,NYT deaths,0,21,20,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,44,Rhode Island,RI,COVID tracking deaths,0,21,20,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,45,South Carolina,SC,NYT deaths,3,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,45,South Carolina,SC,COVID tracking deaths,1,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,46,South Dakota,SD,NYT deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,46,South Dakota,SD,COVID tracking deaths,1,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,47,Tennessee,TN,NYT deaths,2,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,47,Tennessee,TN,COVID tracking deaths,0,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,48,Texas,TX,NYT deaths,5,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,48,Texas,TX,COVID tracking deaths,5,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,49,Utah,UT,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,49,Utah,UT,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,50,Vermont,VT,NYT deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,50,Vermont,VT,COVID tracking deaths,2,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,51,Virginia,VA,NYT deaths,3,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,51,Virginia,VA,COVID tracking deaths,2,21,16,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,53,Washington,WA,NYT deaths,95,21,59,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,53,Washington,WA,COVID tracking deaths,111,21,59,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,54,West Virginia,WV,NYT deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,54,West Virginia,WV,COVID tracking deaths,0,21,15,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,55,Wisconsin,WI,NYT deaths,4,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,55,Wisconsin,WI,COVID tracking deaths,4,21,17,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,56,Wyoming,WY,NYT deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-21,56,Wyoming,WY,COVID tracking deaths,0,21,14,2020,12,2020-03-15,Mar,3,2020-03-01
2020-03-22,01,Alabama,AL,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,01,Alabama,AL,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,02,Alaska,AK,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,02,Alaska,AK,COVID tracking deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,04,Arizona,AZ,NYT deaths,2,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,04,Arizona,AZ,COVID tracking deaths,2,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,05,Arkansas,AR,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,05,Arkansas,AR,COVID tracking deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,06,California,CA,NYT deaths,35,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,06,California,CA,COVID tracking deaths,27,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,08,Colorado,CO,NYT deaths,7,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,08,Colorado,CO,COVID tracking deaths,5,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,09,Connecticut,CT,NYT deaths,8,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,09,Connecticut,CT,COVID tracking deaths,5,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,10,Delaware,DE,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,10,Delaware,DE,COVID tracking deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,11,District of Columbia,DC,NYT deaths,1,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,11,District of Columbia,DC,COVID tracking deaths,1,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,12,Florida,FL,NYT deaths,13,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,12,Florida,FL,COVID tracking deaths,13,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,13,Georgia,GA,NYT deaths,25,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,13,Georgia,GA,COVID tracking deaths,23,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,15,Hawaii,HI,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,15,Hawaii,HI,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,16,Idaho,ID,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,16,Idaho,ID,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,17,Illinois,IL,NYT deaths,9,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,17,Illinois,IL,COVID tracking deaths,9,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,18,Indiana,IN,NYT deaths,9,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,18,Indiana,IN,COVID tracking deaths,6,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,19,Iowa,IA,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,19,Iowa,IA,COVID tracking deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,20,Kansas,KS,NYT deaths,2,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,20,Kansas,KS,COVID tracking deaths,2,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,21,Kentucky,KY,NYT deaths,3,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,21,Kentucky,KY,COVID tracking deaths,3,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,22,Louisiana,LA,NYT deaths,20,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,22,Louisiana,LA,COVID tracking deaths,20,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,23,Maine,ME,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,23,Maine,ME,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,24,Maryland,MD,NYT deaths,3,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,24,Maryland,MD,COVID tracking deaths,4,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,25,Massachusetts,MA,NYT deaths,5,22,10,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,25,Massachusetts,MA,COVID tracking deaths,11,22,10,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,26,Michigan,MI,NYT deaths,9,22,21,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,26,Michigan,MI,COVID tracking deaths,36,22,21,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,27,Minnesota,MN,NYT deaths,1,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,27,Minnesota,MN,COVID tracking deaths,1,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,28,Mississippi,MS,NYT deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,28,Mississippi,MS,COVID tracking deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,29,Missouri,MO,NYT deaths,3,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,29,Missouri,MO,COVID tracking deaths,3,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,30,Montana,MT,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,30,Montana,MT,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,31,Nebraska,NE,NYT deaths,0,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,31,Nebraska,NE,COVID tracking deaths,0,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,32,Nevada,NV,NYT deaths,2,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,32,Nevada,NV,COVID tracking deaths,7,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,33,New Hampshire,NH,NYT deaths,0,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,33,New Hampshire,NH,COVID tracking deaths,0,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,34,New Jersey,NJ,NYT deaths,20,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,34,New Jersey,NJ,COVID tracking deaths,20,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,35,New Mexico,NM,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,35,New Mexico,NM,COVID tracking deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,36,New York,NY,NYT deaths,142,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,36,New York,NY,COVID tracking deaths,114,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,37,North Carolina,NC,NYT deaths,0,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,37,North Carolina,NC,COVID tracking deaths,0,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,38,North Dakota,ND,NYT deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,38,North Dakota,ND,COVID tracking deaths,0,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,39,Ohio,OH,NYT deaths,3,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,39,Ohio,OH,COVID tracking deaths,3,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,40,Oklahoma,OK,NYT deaths,2,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,40,Oklahoma,OK,COVID tracking deaths,2,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,41,Oregon,OR,NYT deaths,5,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,41,Oregon,OR,COVID tracking deaths,4,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,42,Pennsylvania,PA,NYT deaths,3,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,42,Pennsylvania,PA,COVID tracking deaths,2,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,44,Rhode Island,RI,NYT deaths,0,22,21,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,44,Rhode Island,RI,COVID tracking deaths,0,22,21,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,45,South Carolina,SC,NYT deaths,3,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,45,South Carolina,SC,COVID tracking deaths,3,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,46,South Dakota,SD,NYT deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,46,South Dakota,SD,COVID tracking deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,47,Tennessee,TN,NYT deaths,2,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,47,Tennessee,TN,COVID tracking deaths,0,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,48,Texas,TX,NYT deaths,7,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,48,Texas,TX,COVID tracking deaths,5,22,18,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,49,Utah,UT,NYT deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,49,Utah,UT,COVID tracking deaths,1,22,15,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,50,Vermont,VT,NYT deaths,2,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,50,Vermont,VT,COVID tracking deaths,2,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,51,Virginia,VA,NYT deaths,6,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,51,Virginia,VA,COVID tracking deaths,3,22,17,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,53,Washington,WA,NYT deaths,97,22,60,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,53,Washington,WA,COVID tracking deaths,126,22,60,2020,12,2020-03-22,Mar,3,2020-03-01
2020-03-22,54,West Virginia,WV,NYT deaths,0,22,16,2020,12,2020-03-22,Mar,3,2020-03-01
